Parliament,Session,Date of Vote,Vote Result,Vote Number,Vote Subject,Yeas,Nays,Paired,Honorific Title,FirstName
42,1,12/5/2016 7:30:03 PM,172,"Concurrence at report stage of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/6/2016 5:45:47 PM,173,"3rd reading and adoption of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/6/2016 5:55:49 PM,174,"2nd reading of Bill C-245, An Act concerning the development of a national poverty reduction strategy in Canada",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/6/2016 6:05:35 PM,175,"2nd reading of Bill C-228, An Act to amend the Fisheries Act (closed containment aquaculture)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/1/2017 4:00:00 PM,184,"Time allocation for Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/1/2017 5:45:00 PM,185,"2nd reading of Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/1/2017 5:55:00 PM,186,"2nd reading of Bill C-309, An Act to establish Gender Equality Week",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/7/2017 3:00:06 PM,187,Opposition Motion (Taxes on health and dental care plans) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/7/2017 3:10:17 PM,188,Opposition Motion (Taxes on health and dental care plans),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/7/2017 3:00:37 PM,189,"Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/7/2017 3:30:00 PM,190,"Concurrence at report stage of Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/8/2017 6:00:05 PM,191,"2nd reading of Bill C-305, An Act to amend the Criminal Code (mischief)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/8/2017 6:10:12 PM,192,"2nd reading of Bill C-274, An Act to amend the Income Tax Act (transfer of small business or family farm or fishing corporation)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/15/2017 5:45:56 PM,199,"3rd reading and adoption of Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/15/2017 5:55:13 PM,200,"2nd reading of Bill S-211, An Act respecting National Sickle Cell Awareness Day",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/21/2017 3:00:45 PM,201,Opposition Motion (Systemic racism and religious discrimination),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/22/2017 3:05:03 PM,202,"3rd reading and adoption of Bill C-18, An Act to amend the Rouge National Urban Park Act, the Parks Canada Agency Act and the Canada National Parks Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/6/2017 12:30:00 PM,203,"Time allocation for Bill C-23, An Act respecting the preclearance of persons and goods in Canada and the United States",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/6/2017 7:00:00 PM,204,"2nd reading of Bill C-23, An Act respecting the preclearance of persons and goods in Canada and the United States (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/6/2017 7:00:00 PM,205,"2nd reading of Bill C-23, An Act respecting the preclearance of persons and goods in Canada and the United States",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/7/2017 3:10:16 PM,206,Opposition Motion (Impact of carbon taxes),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/8/2017 6:00:18 PM,207,Opposition Motion (Tax fairness),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/8/2017 6:10:57 PM,208,"2nd reading of Bill S-217, An Act to amend the Criminal Code (detention in custody)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/8/2017 6:20:33 PM,209,"2nd reading of Bill C-211, An Act respecting a federal framework on post-traumatic stress disorder",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/8/2017 6:30:42 PM,210,"Bill S-201, An Act to prohibit and prevent genetic discrimination (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/8/2017 6:17:41 PM,211,"Concurrence at report stage of Bill S-201, An Act to prohibit and prevent genetic discrimination",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/8/2017 6:50:07 PM,212,"3rd reading and adoption of Bill S-201, An Act to prohibit and prevent genetic discrimination",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/20/2017 1:10:30 PM,213,"Time allocation for Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/20/2017 7:00:38 PM,214,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/20/2017 7:10:05 PM,215,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/20/2017 7:20:52 PM,216,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage subamendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/20/2017 7:30:12 PM,217,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/20/2017 7:40:58 PM,218,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/20/2017 7:50:49 PM,219,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/20/2017 8:00:00 PM,220,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/20/2017 8:10:37 PM,221,"Concurrence at report stage of Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 3:43:28 PM,222,Motion to hear another Member,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/21/2017 5:45:37 PM,223,Opposition Motion (Budget 2017),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/21/2017 5:55:36 PM,224,Opposition Motion (Canadian Forces tax benefit),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/21/2017 6:05:03 PM,225,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 6:15:26 PM,226,"2nd reading of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 6:25:34 PM,227,"Concurrence at report stage of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 6:35:20 PM,228,"3rd reading and adoption of Bill C-40, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 6:45:26 PM,229,Concurrence in Interim Supply,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 6:55:02 PM,230,"2nd reading of Bill C-41, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 7:05:28 PM,231,"Concurrence at report stage of Bill C-41, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/21/2017 7:15:38 PM,232,"3rd reading and adoption of Bill C-41, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/22/2017 3:28:21 PM,233,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/23/2017 11:36:47 AM,234,Motion to hear another Member,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/23/2017 3:00:11 PM,235,"Fifth Report of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/23/2017 3:10:27 PM,236,"2nd reading of Bill C-323, An Act to amend the Income Tax Act (rehabilitation of historic property)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,3/23/2017 3:20:43 PM,237,Private Members' Business M-103 (Systemic racism and religious discrimination),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,3/23/2017 5:17:01 PM,238,Motion to adjourn the debate,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/4/2017 3:15:45 PM,239,"Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/4/2017 3:25:06 PM,240,"3rd reading and adoption of Bill C-22, An Act to establish the National Security and Intelligence Committee of Parliamentarians and to make consequential amendments to certain Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/4/2017 3:35:53 PM,241,11th Report of the Standing Committee on Procedure and House Affairs (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/4/2017 3:45:06 PM,242,11th Report of the Standing Committee on Procedure and House Affairs,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/4/2017 3:55:23 PM,243,Budgetary policy (subamendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/5/2017 3:10:00 PM,244,Budgetary policy (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/5/2017 4:15:59 PM,245,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/5/2017 5:55:12 PM,246,Budgetary policy,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/5/2017 6:05:18 PM,247,"Bill ,  (report stage subamendment) (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/5/2017 6:25:20 PM,248,Private Members' Business M-100 (Role of co-operatives),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/5/2017 6:35:03 PM,249,"2nd reading of Bill C-307, An Act to amend the Controlled Drugs and Substances Act (tamper resistance and abuse deterrence)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/6/2017 3:00:45 PM,250,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,4/6/2017 5:09:01 PM,251,Motion to adjourn the House,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/10/2017 1:55:09 PM,252,Motion to hear another Member,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/10/2017 5:35:17 PM,253,Motion to adjourn the debate,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/10/2017 6:20:13 PM,254,Motion to adjourn the House,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/11/2017 1:05:44 PM,255,Motion to adjourn the debate,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,4/11/2017 3:00:48 PM,256,Ways and Means motion No. 14,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/1/2017 6:30:50 PM,257,Fourth Report of the Standing Committee on the Status of Women,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/2/2017 10:35:09 AM,258,Motion for closure,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/9/2017 11:11:10 AM,265,"Time allocation for Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/9/2017 3:05:20 PM,266,Opposition Motion (Minister of National Defence),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/9/2017 6:25:50 PM,267,"2nd reading of Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/9/2017 6:35:04 PM,268,"2nd reading of Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/10/2017 4:05:32 PM,269,Motion to hear another Member,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/10/2017 4:55:33 PM,270,Motion to adjourn the House,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/10/2017 6:00:37 PM,271,"3rd reading and adoption of Bill C-305, An Act to amend the Criminal Code (mischief)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/15/2017 12:40:03 PM,272,"Time allocation for Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/15/2017 3:14:02 PM,273,Appointment of an officer of Parliament,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/15/2017 6:30:17 PM,274,"Motion respecting Senate amendments to Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/15/2017 6:40:25 PM,275,"Motion respecting Senate amendments to Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/16/2017 11:30:26 AM,276,"Time allocation for Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/16/2017 6:00:36 PM,277,"Motion respecting Senate amendments to Bill C-7, An Act to amend the Public Service Labour Relations Act, the Public Service Labour Relations and Employment Board Act and other Acts and to provide for certain other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/16/2017 6:10:45 PM,278,Opposition Motion (Canada Infrastructure Bank) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/16/2017 6:20:33 PM,279,Opposition Motion (Canada Infrastructure Bank),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/17/2017 3:30:07 PM,280,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/17/2017 4:00:25 PM,281,"Time allocation for Bill C-4, An Act to amend the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, the Public Service Labour Relations Act and the Income Tax Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/17/2017 6:00:27 PM,282,"Motion respecting Senate amendments to Bill C-4, An Act to amend the Canada Labour Code, the Parliamentary Employment and Staff Relations Act, the Public Service Labour Relations Act and the Income Tax Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/17/2017 6:10:01 PM,283,"2nd reading of Bill C-291, An Act to amend the Food and Drugs Act (genetically modified food)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/17/2017 6:20:03 PM,284,"2nd reading of Bill C-322, An Act to amend the Railway Safety Act (road crossings)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/17/2017 6:30:19 PM,285,Private Members' Business M-64 (Italian Heritage Month),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2017 3:00:50 PM,286,Opposition Motion (Autism Spectrum Disorder),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2017 4:10:25 PM,287,Motion for closure,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/30/2017 8:30:00 PM,288,Government Business No. 14 (Extension of sitting hours and conduct of extended proceedings) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,5/30/2017 8:40:00 PM,289,Government Business No. 14 (Extension of sitting hours and conduct of extended proceedings),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,5/31/2017 3:15:00 PM,290,Third Report of the Special Committee on Electoral Reform,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/5/2017 3:15:00 PM,291,"Time allocation for Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2017 3:15:43 PM,292,Opposition Motion (Kinder Morgan Trans Mountain Expansion Project),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 3:25:30 PM,293,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 3:35:09 PM,294,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 3:45:32 PM,295,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 3:55:05 PM,296,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:05:26 PM,297,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:15:35 PM,298,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:25:22 PM,299,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:35:21 PM,300,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:45:39 PM,301,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 4:55:40 PM,302,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 5:05:18 PM,303,"Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 5:15:36 PM,304,"Concurrence at report stage of Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2017 6:40:37 PM,305,Motion for closure,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2017 8:30:17 PM,306,Government Business No. 15 (Paris Agreement) (subamendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/6/2017 8:40:57 PM,307,Government Business No. 15 (Paris Agreement) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 8:50:48 PM,308,Government Business No. 15 (Paris Agreement),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/6/2017 9:50:00 PM,309,"Time allocation for Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/7/2017 8:09:52 PM,310,"Time allocation for Bill C-24, An Act to amend the Salaries Act and to make a consequential amendment to the Financial Administration Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/8/2017 3:15:39 PM,311,"2nd reading of Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/8/2017 3:25:15 PM,312,"2nd reading of Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/12/2017 3:00:00 PM,313,Opposition Motion (Nuclear disarmament),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/12/2017 3:10:00 PM,314,"2nd reading of Bill C-24, An Act to amend the Salaries Act and to make a consequential amendment to the Financial Administration Act (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/12/2017 3:20:56 PM,315,"2nd reading of Bill C-24, An Act to amend the Salaries Act and to make a consequential amendment to the Financial Administration Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/12/2017 3:30:47 PM,316,"3rd reading and adoption of Bill C-44, An Act to implement certain provisions of the budget tabled in Parliament on March 22, 2017 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/13/2017 3:00:11 PM,317,Opposition Motion (Canadian economy),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/13/2017 3:10:32 PM,318,"Motion respecting Senate amendments to Bill C-6, An Act to amend the Citizenship Act and to make consequential amendments to another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 3:00:30 PM,319,"3rd reading and adoption of Bill C-243, An Act respecting the development of a national maternity assistance program strategy",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/14/2017 3:10:00 PM,320,Opposition Motion (Appointments Committee) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/14/2017 3:20:00 PM,321,Opposition Motion (Appointments Committee),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/14/2017 3:30:00 PM,322,11th Report of the Standing Committee on Justice and Human Rights,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 10:30:03 PM,323,Opposition Motion (Tougher Penalties for Child Predators Act),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/14/2017 10:35:00 PM,324,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 10:40:00 PM,325,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 10:50:49 PM,326,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 11:00:55 PM,327,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 3:10:15 PM,328,"2nd reading of Bill C-53, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 4:05:55 PM,329,"Concurrence at report stage of Bill C-53, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 11:25:30 PM,330,"3rd reading and adoption of Bill C-53, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 11:30:51 PM,331,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 3:35:31 PM,332,"2nd reading of Bill C-54, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 4:40:01 PM,333,"Concurrence at report stage of Bill C-54, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2017 11:45:02 PM,334,"3rd reading and adoption of Bill C-54, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/15/2017 2:10:30 PM,335,"2nd reading of Bill C-50, An Act to amend the Canada Elections Act (political financing)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/15/2017 4:15:53 PM,336,"Time allocation for Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2017 3:00:30 PM,337,"2nd reading of Bill C-49, An Act to amend the Canada Transportation Act and other Acts respecting transportation and to make related and consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/20/2017 10:40:31 AM,338,Appointment of an officer of Parliament,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/20/2017 3:15:14 PM,339,"2nd reading of Bill C-17, An Act to amend the Yukon Environmental and Socio-economic Assessment Act and to make a consequential amendment to another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/20/2017 3:25:37 PM,340,Government Business No. 18 (Changes to the Standing Orders) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/20/2017 3:35:06 PM,341,Government Business No. 18 (Changes to the Standing Orders),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/21/2017 6:29:00 PM,342,"3rd reading and adoption of Bill C-311, An Act to amend the Holidays Act (Remembrance Day)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/21/2017 3:20:17 PM,343,"Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration) (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/21/2017 3:30:46 PM,344,"Bill S-3, An Act to amend the Indian Act (elimination of sex-based inequities in registration) (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
